type,total_elapsed_time,mean_elapsed_time,total_elapsed_time_in_hours,mean_elapsed_time_in_hours
compressed_prompts,17532.15865302086,86.3653135616791,4.870044070283572,0.023990364878244196
model_responses,3924.125017642975,20.227448544551418,1.0900347271230486,0.0056187357068198385
