id,size,precision,recall,f1,accuracy
25611,small,1.0,1.0,1.0,1.0
25636,small,1.0,0.5,0.6666666666666666,0.5
25644,medium,0.5,0.6666666666666666,0.5714285714285715,0.4
25790,medium,1.0,0.29411764705882354,0.45454545454545453,0.29411764705882354
25643,big,0.25,0.043478260869565216,0.07407407407407408,0.038461538461538464
25518,big,0.5,0.06666666666666667,0.11764705882352941,0.0625
